place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere
ChIJSaRsR0k1A0cRiUnpIlPzxcg,Chris Y,en,en,5,a year ago,"One of the best culinary surprises I had recently. The menu is limited and yet so rich. The food was prepared with great care, lots of attention on the fresh ingredients with the chefs collecting herbs from their own produce. You could taste the freshness, a real feast for the senses. The service was impeccable, friendly, immediate and professional. Last but not least the location is fantastic. Located by the old Teutonic knights castles, gives a sense of awe but at the same time very romantic. Highly recommended!",1691419182,False
ChIJGdnR-K01A0cRiNBg9BykJeA,Satabdi Hati (Titi),en,en,4,2 months ago,"We recently visited this restaurant for the first time and had a pleasant experience overall. We ordered drinks and food; while the prices were slightly on the higher side. I personally ordered the chicken pasta, a common dish, but found it slightly dry and lacking sufficient sauce.

Aside from that, everything from start to finish was good. The menu is available in English, and the staff are fluent in English, making it very easy and satisfying. Although we typically prefer outdoor seating, we chose to sit inside on this occasion. The interior was spacious and beautifully decorated with numerous monstera plants, creating a soothing atmosphere.

Overall, it was a good discovery, and we enjoyed our visit!",1722839604,False
ChIJGdnR-K01A0cRiNBg9BykJeA,karen gibson,en,en,5,6 months ago,What a lovely atmosphere in this restaurant and our waiter was so attentive and knowledgeable. The food was delicious and plenty of it . Definitely would recommend this restaurant to my friends 👏🏻👏🏻😍,1713595726,False
ChIJGdnR-K01A0cRiNBg9BykJeA,Edyta Hetman,en,en,5,2 years ago,"An absolute gem and possibly the best restaurant in Toruń at the moment. Not only was the food excellent, but the service was both professional and made us feel relaxed. I had the best onion soup in a long time and enjoyed duck in red wine sauce served with gnocchi. I'd also liver mousse on croutons as a starter for meat eaters. The restaurant is probably not the best choice for vegetarians as the options are sadly limited. Still a place to visit if you're looking for an outstanding dinner.",1666891561,False
ChIJGdnR-K01A0cRiNBg9BykJeA,J. Paradox (JP),en,en,5,a year ago,"Great place, great atmosphere and same goes for the service and of course the food. Kid-friendly, too! Overall a 5 star all around, it's the premium restaurant dining experience without the drawbacks. Honestly, I dare say one of the best places around. Give them a shot, also the Strawberry Lemonade was absolutely glorious, will definitely be visiting again for that.",1689948383,False
ChIJGdnR-K01A0cRiNBg9BykJeA,ComfortFilm peliculas e estores,en,en,5,4 months ago,"We fined this restaurante , just in case, and was very surprised the quality of the food and services!!! It was delicious!!!!!",1717536026,False
ChIJYUJMcgA1A0cR774KYE7ZxUk,K D,en,en,5,a month ago,"Szymon, our waiter, was excellent! Provided recommendations and thoughtful service.
Really fresh pizza and delicious drinks!",1725297683,False
ChIJYUJMcgA1A0cR774KYE7ZxUk,Javier Martínez,en,en,5,a month ago,"Great food, nice bar and amazing service (Valeria)! Totally recommended if you are looking for pizza or a beer!",1727300085,False
ChIJYUJMcgA1A0cR774KYE7ZxUk,Kathryn McNeill,en,en,5,2 months ago,Great pizza nice waitress Sandra! Good arugula salad. Gave us parm extra when asked.  Nice lunch,1722840644,False
ChIJYUJMcgA1A0cR774KYE7ZxUk,Piotr Czynsz,en,en,5,3 months ago,Excellent place with nice atmosphere :) Waitress Pola did outstanding job while providing service. Will definitely come back!!!,1720886131,False
ChIJYUJMcgA1A0cR774KYE7ZxUk,louise hunter,en,en,5,a month ago,"Wonderful place, great food with wonderful staff, thank you Valeria for looking after all 9 of us",1727611873,False
ChIJy3lvE1U1A0cR-s_EfJADtlQ,Iurii Sementukh,en,en,5,a month ago,"It was the best burger in my life😍😍
That’s impossible to say about it, you should try it🔥🔥
Nice people🥰
Nice place☺️
The most delicious food in Torun👍",1726300151,False
ChIJy3lvE1U1A0cR-s_EfJADtlQ,Klint Lugg,en,en,5,2 months ago,Best Pork Ribs since a very long time,1724504889,False
ChIJy3lvE1U1A0cR-s_EfJADtlQ,Karol Lewandowski,en,en,3,a month ago,"The ""famous"" ribs were very dry.",1727153254,False
ChIJy3lvE1U1A0cR-s_EfJADtlQ,Karol Kwiatkowski,en-US,pl,5,a month ago,"We arrived around lunch time. The appetizers were served in less than 9 minutes. About 20 minutes later we were eating our main course. Seasonal soup, Shrimp dumplings, Blue Heaven Burger, Chicken Supreme. Delicious food, waitress with a lot of knowledge about the dishes, very communicative and nice. Prices moderate. The place was clean and pleasant. The only minus and at the same time a plus is the proximity to the road - the noise of cars but also the well-connected location of the facility. A place worth recommending",1726005479,True
ChIJy3lvE1U1A0cR-s_EfJADtlQ,Paweł Michałek,en-US,pl,5,a month ago,"A delicious surprise on the gastronomic map of Toruń. A small menu, refined and flavorful dishes, the wait staff know what they're selling. A developing place that would benefit from a larger premises",1727723756,True
ChIJB2x6RRw1A0cR7b74DZvxlVM,Verena Pichler,en,en,4,a month ago,"The restaurant was awesome. Friendly staff, vegan options and dogfriendly.  The quality of the food and drinks was also really good. I give ""only"" 4 stars because we came at lunch and they were still serving breakfast food.it was still very good, no doubt. The toilet is next to their basement bakery.",1727383648,False
ChIJB2x6RRw1A0cR7b74DZvxlVM,L E,en,en,5,5 months ago,We visited Monka Restaurant for dinner on our recent visit to Poland.  The restaurant had creative dishes and great service by Ole.  She was very patient with us as we practiced our limited Polish and enjoyed our humor.  Thanks for a great experience Ole!,1716730255,False
ChIJB2x6RRw1A0cR7b74DZvxlVM,Justyna Jastrzebska,en,en,3,2 months ago,"We came to.Monka for the 4th time as it was our place to go and this time we were quite disapointed.  The menu changed and its quite basic/ safe, the flavour didnt wowed us as before.",1725131316,False
ChIJB2x6RRw1A0cR7b74DZvxlVM,Oliver Hof,en,en,5,6 months ago,"Best restaurant in Toruń by far and one of the best in all Poland!
In the Michelin terminology, I would rate this as a restaurant that’s worth the special trip. Everytime we are close to Toruń or drive close by, we will make the time for lunch/dinner at Monka.

Food is amazing, very creative and excellently executed. You won’t experience this dishes anywhere else, like Deer meat in donught!
Service is world class, on par with Michelin star restaurant in Warsaw and Krakow. They take the time to explain all dishes and give recommendations. All done with passion and professionalism.
Added Bonus: lovely atmosphere with open kitchen and wood-fired oven. Plus they bake amazing bread which is available for sales.",1712418542,False
ChIJB2x6RRw1A0cR7b74DZvxlVM,Agramer Old Octane,en,en,5,6 months ago,"Fantastic location and atmosphere. Very interesting b/fast menu. Had breakfast there twice, both times meals were tasty, innovative and served in timely fashion.",1713797505,False
ChIJo1E9wFg0A0cRzkgMUGvSZNI,Anna Frost,en,en,5,2 years ago,We have been visiting Metropolis on a regular basis for many years and the quality of service and food are invariably the same. Good atmosphere and very helpful staff. There are also toys and high chairs for babies. Outdoor tables also available.,1661000840,False
ChIJo1E9wFg0A0cRzkgMUGvSZNI,Robert F. (IG: runcoholic),en,en,4,a year ago,descent place with pizza and another plates. Good for a casual quick lunch/dinner with friends/family.,1676890887,False
ChIJo1E9wFg0A0cRzkgMUGvSZNI,Aldin Muslimovic,en,en,5,7 months ago,"Excellent customer service and super delicious food, especially Cevapcici and Pljeskavica, perfectly cooked and seasoned.",1711451807,False
ChIJo1E9wFg0A0cRzkgMUGvSZNI,Caitlin Bree,en,en,1,2 years ago,"Very cheap tasting pizza & they quite literally have the worst customer service. And unfortunately, if you order delivery, they MAKE you pay for sauces (even if you don’t want them lol) it’s part of the package fee??

The price definitely doesn’t reflect the quality, Metropolis & Chleb i Wino has similar prices for pizza, & are ACTUALLY damn good!!!

Hopefully they improve the ingredients & how they talk to their customers 😅",1652715960,False
ChIJo1E9wFg0A0cRzkgMUGvSZNI,Michael Ross,en,en,5,8 months ago,The food as well as the service is exceptional!! Love this place✅🙌🏽,1707042189,False
ChIJb8pgDPA1A0cRrNnkKGU1-D8,Marta ZM,en,en,5,a month ago,"Lovely restaurant for a romantic dinner, but could easily have a casual lunch there. The key to the place is the immaculate service and traditional dishes. Loved our anniversary dinner there.",1727451670,False
ChIJb8pgDPA1A0cRrNnkKGU1-D8,Beata Murray,en,en,5,a year ago,"Visit for the first time few days ago with my friend and I really enjoyed. Service was excellent, very helpful and with a smile. Food was great. I had ""golonka"" which was very tasty and was huge. Atmosphere was excellent with very nice piano player in the background. I will definitely come back.",1675861333,False
ChIJb8pgDPA1A0cRrNnkKGU1-D8,Eliza Tomczyk,en,en,5,2 years ago,"We've chosen this place for its interior and music. It looks really vintage with a enough dose of elegance and nonchalance to make you feel comfortable.
Our only suggestion is to introduce some partitions between tables for a bit more of privacy.
But the colour of the walls, the decorations and the piano make it rather irresistible.
Now to the waiting service. We've visited twice and twice it was impeccable.
The first time it wasn't busy and the waitress paid us a lot of attention, telling us about the history of the place, explaining that they're selling great polish liquors by Baczewski and taking pride in offering typical Polish dishes. She was equally nice to all the customers finding something to talk about to all of them. The second time it was much later, they were very busy yet the waiter was super polite and efficient.
The food was great, there is nothing else to be said. Selection is nice, not too little not too much. Menu offers something for vegetarians and children and those looking for the excellency of Polish cuisine. We had beetroot soup with small dumplings and kuyavian sour soup (both times!) Then a pig leg with cooked sour cabbage first time and pork tenderloin on potato pancakes the second, and pike perch with soft noodles. It was absolutely divine.
We flushed it down with mulled ginger beer, mulled honey and house wine. All worth to be recommended. We've also tried the tasting set from Baczewski. But it wasn't to our taste, more like vodka than a sweet liquor. However, I'm sure it's worth to try it to get your own opinion.
We'll be back definitely!",1637497746,False
ChIJb8pgDPA1A0cRrNnkKGU1-D8,danny w,en,en,5,2 years ago,"Great restaurant. Everything about it was great and I will definitely be back. If you ever eat here, try their apple pie! It is amazing!",1650193693,False
ChIJb8pgDPA1A0cRrNnkKGU1-D8,Virtex 1,en,en,5,a year ago,Great relaxed real proper restaurant. Food is good . Service excellent,1686768245,False
ChIJx9IbBR41A0cRcuciMNZKqFY,Kimberlee Casey,en,en,5,a month ago,"This is hands down our favorite restaurant to eat when visiting Toruń. We have only ever eaten here, actually. Its quite beautiful, the staff is incredible, and the food is immaculate. Plus, they are dog friendly!",1725901503,False
ChIJx9IbBR41A0cRcuciMNZKqFY,Klaudia Piaseczna,en,en,5,3 months ago,"We stumbled upon this restaurant quite by chance, seeking refuge from the rain, and what a delightful surprise it turned out to be! Our lunch exceeded all expectations!
The menu featured traditional dishes with a modern twist, and we were particularly impressed with the szczawiowa.",1722540592,False
ChIJx9IbBR41A0cRcuciMNZKqFY,Nada et Nicolas Baudin,en,en,5,in the last week,"Very good restaurant.
The service is top notch.
We took the degustation menu. It was so good. Very tasteful dishes. The only down side is the snail and mussel were a bit overcooked but it didn't take away the deliciousness of the dish.
The service is perfect. Discreet but here for you.
To sum up a very good restaurant with a lot of very interesting dishes well cooked",1729980182,False
ChIJx9IbBR41A0cRcuciMNZKqFY,Ryan Adams,en,en,5,a year ago,"Came for a business lunch and everything was perfect. They started with a nice little amuse bouche of parsley purée. I tried the sorrel soup, and it was fantastic. Beautiful broth that they pour over at the table. The seasonal mackerel was nicely cooked and all of the sides were excellent. Everyone else seemed impressed as well. Add a nice beer on draft and friendly service, and I surely hope to be able to go back soon.",1695359795,False
ChIJx9IbBR41A0cRcuciMNZKqFY,Joshua Malet,en,en,5,a year ago,Really tasty food that maybe consider standard plates but with a combination of flavours that will impress you. Staff was so nice and perfect English. They have style even on the bathroom that by the way was spotless difficult to find some times even in expensive places.,1695234537,False
ChIJ4zRpRRw1A0cR_G7cjcLzPS8,Nada et Nicolas Baudin,en,en,5,in the last week,"We had a very good experience.
Everyone is very nice and the restaurant is beautiful!
One warning the portion are enormous !!! You won't be hungry after that !",1729977920,False
ChIJ4zRpRRw1A0cR_G7cjcLzPS8,DJ Zhou,en,en,4,a year ago,"Nicely designed and very friendly and warm service. They serve various traditional polish dishes, the ones that I had are not for my taste but seems authentic. But the dumplings with the duck meat filling is absolutely tasty! They’ve also got quite some vodka and cocktails. It’s located just next to our hotel and just next to the river. Would be a nice one to try for a dinner in Toruń.",1697754131,False
ChIJ4zRpRRw1A0cR_G7cjcLzPS8,Blackbird Bees,en,en,5,4 months ago,"Had the most amazing
Duck dumplings and soup.Highly recommend this traditional polish dining",1717593452,False
ChIJ4zRpRRw1A0cR_G7cjcLzPS8,kasia s,en,en,5,5 months ago,ABSOLUTELY delicious! From every bite - just a dream! On top great service and beautiful presentation- we loved it!,1716186964,False
ChIJ4zRpRRw1A0cR_G7cjcLzPS8,Grace Leahy,en,en,5,a year ago,"Went last night with my partner. The decor and atmosphere were breathtaking. Staff were very polite and service was very quick. The food itself was absolutely gorgeous, every dish was perfect. I highly recommend this place! One of my favourites",1690795222,False
ChIJfelZOvs1A0cRpZ0K7Fpynnc,Adam Dorochowicz,en,en,5,a month ago,"All three rooms we rented were gorgeous, uniquely decorated, clean and quiet.
The restaurant downstairs was awesome. Good food, ambience, choice of music and very friendly staff.
Next time I’m in Toruń, I plan to stay and eat at Nova22.",1726175865,False
ChIJfelZOvs1A0cRpZ0K7Fpynnc,Raman “rakkattakka” But-Husaim,en,en,5,7 months ago,"Hey,
Had a dinner at this great place. The dishes, the place and the service - everything is great. The food was really, really delicious and tender - we tried tagliatelle and a burger. Beer and glintwein were awesome as well.
Really recommend it to everyone!
Thanks.",1710070192,False
ChIJfelZOvs1A0cRpZ0K7Fpynnc,Kris Kulyk,en,en,5,a year ago,"This place was awesome! Very tasty meal, fondant was a real fondant (trust me, I ate a lot of fake fondants in a lot of restaurants). Also the atmosphere and design in the restaurant were so nice and cozy. Highly recommended!",1691783012,False
ChIJfelZOvs1A0cRpZ0K7Fpynnc,J F,en,en,5,a year ago,"This restaurant was good. I order steak, the steak was juicy and tasty. The seasoning was very good. My friend ordered a burger and he love it. Definitely a good place to eat.",1694323146,False
ChIJfelZOvs1A0cRpZ0K7Fpynnc,L B.,en,en,4,a year ago,"I love the interior design. We started with the Tiger Prawls and Mussels. Nice choices. We ordered two cocktail drinks. I recommend to add an extra shot of alcohol because the drinks weren’t strong. The burger and fries was sooo good. The fried chicken leg was probably the best I’ve had in Poland. The New York cheesecake and banana bread was a great way to end the night. Service was great! This is a great place to come to sit and converse. Over all, nice restaurant.",1675810074,False
ChIJHSMeqrw1A0cRmULhyiuJjkI,M V,en,en,5,7 months ago,"This place was truly spectacular! The service and table setting was exceptional. The attention to detail on point. The menu was well balanced and it had plenty of options. We had a table with open view to the kitchen and you can see how the chef runs it like a well oiled machine. On his time down, he comes to the tables and asks you how your experience was. You can see how invested he is in his food and your experience. We ordered a hearty and multilayered mushroom soup and the duck confit that came with an outstanding fond sauce. Our experience was so wonderful that we booked it for a birthday dinner in a few weeks, we will certainly be coming back and can’t wait to host our guests there.",1710779778,False
ChIJHSMeqrw1A0cRmULhyiuJjkI,Dan Cal,en,en,5,a year ago,"Excelente, I wish the chefs would have come out to meet them.  We enjoyed every second of our visit. Look forward to stopping by tomorrow on our return. They visited the table just the right amount of times to check up on us.",1695589633,False
ChIJHSMeqrw1A0cRmULhyiuJjkI,Food Reviews,en,en,4,a year ago,Good quality food and affordable prices. What I like about it in particular is that they keep it local and themed around gingerbread. Small selection of beers 5 kinds and only one manifacturer. Tartare is minced and not chopped which is a huge minus and shows the laziness. Pork chop salty as hell. Zurek 10/10 the best in Poland.,1695136754,False
ChIJHSMeqrw1A0cRmULhyiuJjkI,Luke Stypulkowski,en,en,5,2 years ago,"One of the best restaurant experiences you can have in Toruń. Food wasn't only fantastic, delicious and everything you would have wanted. The staff all around was also amazing and the Chef really cares about his customers.
He would come to our table, share stories and personally bring us something nice to drink :) Amazing restaurant. Definitely check it out if you're in town and want a fantastic fine dining experience.
The food is so delicious and cooked so well you will be in awe of the skill and care of the kitchen staff have for their craft.
I recommend everything on the menu because everything coming out of the kitchen looked, tasted and smelled delicious 😋",1639241789,False
ChIJHSMeqrw1A0cRmULhyiuJjkI,Kamil Ząbkowski,en,en,5,9 months ago,"Amazing experience, superb food and service! Chef himself came over and asked about our feedback, showing his commitment and passion. We will definitely come back!",1705954521,False
ChIJeXBni8Y1A0cRW9douDolWCQ,Andrei Sauchanka,en,en,5,a year ago,Amazing quality food for the fair price. Staff was welcome and friendly. We were 8 people and we were seated quickly with joined tables. Everyone from the group enjoyed their dishes.,1690970201,False
ChIJeXBni8Y1A0cRW9douDolWCQ,Dzien Melisy,en,en,5,2 years ago,"I was a bit hesitant with the rating, because at first glance it wasn't anything special, but I recalled the flavors and gave it 5 stars. For remembering the flavors and being able to recall them. Great bread and vege pate while waiting, impeccable dishes, great sauces, good puree, good vegetables. It may not be as posh as the restaurant of the same name in Warsaw, but the food is excellent. I appreciate conjuring up memorable flavors from simple ingredients and this restaurant is an example how to do that. Decent wine selection. I do not necessarily agree with the choice of wine for a specific dish, which is given in the menu, but you can choose a good one.",1658865110,False
ChIJeXBni8Y1A0cRW9douDolWCQ,Aaa Aaa,en,en,5,9 months ago,Had a steak was cooked perfectly my compliments to the chef and the waiter Damion very good will come again I've been before and had an English breakfast which was also very good 👍,1705674511,False
ChIJeXBni8Y1A0cRW9douDolWCQ,Belen Perez,en,en,5,4 months ago,Great food and attention! I will definitely return,1717430890,False
ChIJeXBni8Y1A0cRW9douDolWCQ,Pat N,en,en,1,4 years ago,"Not so great!
Had meal for 3 with starters main and desserts and honestly was a pretty bad experience.
Asked if vegan options were available and been recommended cheese pasta.. lack of knowledge or ignorance? Servers are very nice and polite but they do need training on product knowledge.
Presentation of food very average, quality of food rather poor - brownie was so dry that it makes me think was left cooked few days before serving. Karkowka absolute tasteless etc etc
Wouldn’t recommend and definitely won’t be coming back as expected way better dishes.",1602498624,False
ChIJES_K6hM1A0cR-Dj8VuUxXh0,Vitalij Gotovskij,en,en,5,2 months ago,"Just order minion steak on vulcanic stone - you won't regret it. My son who never ate meat before stoke half of it from me. Very pleasant service, very beautiful place inside and outside. Recommend it.",1723289634,False
ChIJES_K6hM1A0cR-Dj8VuUxXh0,Ra Ral,en,en,2,7 months ago,"The place atmosphere is very nice, decorations, music everything, the food was very good but the lady who served us was a mood-killer (Daria was the name on the bill) She was measuring what and how much we order. That passive aggresive attitude. She litteraly took away the soup bowl while i was having my last bite. Sometimes people just want to enjoy the moment, not get stuffed with 10 dishes. Not to mention that there were enough places available for other guests.",1710684339,False
ChIJES_K6hM1A0cR-Dj8VuUxXh0,Ricardo Ribeiro,en,en,5,11 months ago,"Amazing place with delicious food. The flavors are incredible, the building is specially beautiful and the service is very friendly.
Besides all this, prices are also good.",1700582969,False
ChIJES_K6hM1A0cR-Dj8VuUxXh0,Gaming Girl,en,en,5,4 months ago,"I ordered jambalaya. The food was spectacular. Tasty, flavourful and tender. But the service was even better. This was by far one of the best services we have ever experienced. The gentlemen who was our waiter was very professional, patient and knowledgeable. What I especially liked is when serving the food, he explained what it exactly was and how it was prepared, which made us even more excited before the tasty journey to Louisiana. If I could give 10 stars, I would have given 20.",1718747039,False
ChIJES_K6hM1A0cR-Dj8VuUxXh0,Angelo Pepe,en,en,5,a year ago,"Atmosphere is great, in a very big building. Service was so fast and kind. Very precise and with a lot of attention to the client. Coming to the food, probably the best meat you may have in Torun. We took 1 Supreme and 1 Buffalo burger. Meat was so tender, so delicious. Also the starters were great ( onion rings and bruschetta with meat). Last but not least, the chocolate souffle really tasty. Recommend to go here.",1679170857,False
ChIJkRFp_x01A0cRydaHpCUiCOg,Jānis Selga,en,en,4,3 months ago,"It took more than 40 min to get our food, despite the fact that place was less than half empty. Which was the only negative thing. Waitress was friendly and spoke well English. But once the food came it was amazing. We took meat plate, absolutely delicious! If you are not in the rush, go to this place!",1722497862,False
ChIJkRFp_x01A0cRydaHpCUiCOg,Gerald Tomyn,en,en,3,3 months ago,Service is sloooooow. Like you can probably watch grass grow before you get your food. They seem to have a lot of staff but most of them just stand around and don't do anything. But when the food does eventually come it is excellent.,1720384665,False
ChIJkRFp_x01A0cRydaHpCUiCOg,Tony Wong,en,en,5,3 months ago,"I’m not familiar with Polish cuisine but while I was checking on Google map to find places to eat, I found this one which served goose and duck dishes, which I had never seen so far in my trip in Poland, so I went to have a try.

Once I arrived and ordered — from a menu with English, a Swedish and a pole invite me to join them. During the conversation I asked the opinion of the Pole and he commented that this restaurant is very good and the food is very authentic, so I guess this restaurant is really good.

For me the soup I had was very good but the goose thigh was quite dry, though perhaps it was just a matter of preference.

Price-wise it’s way cheaper than those restaurants in the middle of the town center, though it’s also not at the rate of some remote milk bars, but I think the price is very fair.

P.S. I saw the pictures on Google map that this restaurant offers goose dumplings but I couldn’t find it on the menu.",1722372593,False
ChIJkRFp_x01A0cRydaHpCUiCOg,BARBE Jean Pierre,en,en,5,3 months ago,"7 years after our first  nice moment in this restaurant, on this 12th of July  2024 we have just to confirm again our comments :  """" A nice restaurant to enjoy traditional polish cooking , but also various dishes ,really well prepaired , with good  research  and so pleasant for taste as well for eyes.
Inside at 1st floor,  so nice old fashioned separated tables places / cosy....
The staff is Friendly and Efficient ..
Avoid the saturday / sunday,  as here  is a ""High table "" for polish apparently and which means no place free  exceptef by booking.
Skynet 35 France Bretagne """"

Then happy to recommend it again. 👍
👏🫶",1720898128,False
ChIJkRFp_x01A0cRydaHpCUiCOg,Thomas Harris,en,en,4,5 months ago,Loved the deer stew. The sauce is incredible. The goose leg was good too.,1715668473,False
ChIJGWdcdB41A0cRdzoU29R6UYg,Jason Everts,en,en,5,a month ago,"Great dinner, had the hot stone steak!  The steak, salad, potatoes and sauce were amazing.....",1726137223,False
ChIJGWdcdB41A0cRdzoU29R6UYg,Mariana Nahirna,en,en,5,2 months ago,"Great place
Pizza and drinks are delicious. The pizza is unreal tasty in general. The atmosphere is pleasant, quiet background music, interesting interior (Italy), full seating, which means about the level of the establishment. Waiters are attentive. Thank you for a wonderful time.",1724792865,False
ChIJGWdcdB41A0cRdzoU29R6UYg,Veronica Contreras,en,en,5,a year ago,Nice little restaurant with delicious food. I had the spaghetti bolognese and my husband the nonna pizza. Both dishes were delicious and very tasteful. We both love Italian food so this place was very nice for us. The music was perfect as well. Tied the whole Italian experience. Recommend visiting here for a nice quiet romantic evening or just peaceful place to dine.,1691048268,False
ChIJGWdcdB41A0cRdzoU29R6UYg,Paweł,en,en,4,2 years ago,"We went there in order to taste real southern Italian couisine. Have we found it? I think mostly yes.  Starter foccacia was good start and really big!
Good quality oliv on tables. You feel they use good Italian ingredients. Tuna steak was delicious. Prices quite expensive but at least you know for what you pay. Service OK.",1642952767,False
ChIJGWdcdB41A0cRdzoU29R6UYg,Piotr Michalski,en,en,5,in the last week,An amazing restaurant with great ambience and service. I especially loved their focaccia and cannoli.,1730035683,False
ChIJXZ1cnjm3EEcRseNSermQI6s,Jefferson Arias,en,en,5,8 months ago,"Everything was delicious, I really enjoyed my time here 10/10",1707841175,False
ChIJXZ1cnjm3EEcRseNSermQI6s,Stefano Schiazza,en,en,5,2 years ago,"This place is awesome. The staff is kind and well prepared to make you happy (especially Mr Giovanni!). Dishes are great, you can sense the ingredients are chosen with the highest attention",1650702300,False
ChIJXZ1cnjm3EEcRseNSermQI6s,Nick,en,en,5,10 months ago,Great Authentic Italian Restaurant. Good steak !,1704139614,False
ChIJXZ1cnjm3EEcRseNSermQI6s,Javier Julian,en,en,5,10 months ago,A very Special place where everybody can feel like in other International cities!superb,1702646073,False
ChIJXZ1cnjm3EEcRseNSermQI6s,Krzysztof Petecki,en,en,3,2 years ago,Food was so so with very high price,1651864463,False
ChIJ25OhpRC1EEcR2l810zMbYjg,krusher 94,en,en,5,a month ago,"I would like to thank for amazing food, service, atmosphere and price . My family we count ourselves lucky we came across healthy restaurant.",1727364598,False
ChIJ25OhpRC1EEcR2l810zMbYjg,Evgeniia Portniagina,en,en,5,a month ago,"Lovely lovely restaurant with amazing food and service!!! Had Zurek and it was served like in a Michelin restaurant.
Will definitely be back! Thank you!",1727172190,False
ChIJ25OhpRC1EEcR2l810zMbYjg,Norbert Ferenczi,en,en,5,3 months ago,The best one what I ever tried in Poland. Interesting connection with the tenis fields: you can see games during your meal.,1722410264,False
ChIJ25OhpRC1EEcR2l810zMbYjg,Piotr Gołębiowski,en,en,5,11 months ago,"I had a pleasure to have fantastic lunch with my Sis and Friend at the Grand Slam. Even if Saturday lunch time was busy, we got a place and had a chance to enjoy really exceptional food in nice and calm atmosphere. We had selection of seasonal ravioli and on Menü Thai soup - both absolutely worth recommendation.
Mulled wine or winter tea is definitely to go for - if you are around the area and need a warm up. We had them both.",1699480845,False
ChIJ25OhpRC1EEcR2l810zMbYjg,Alexander Rykhlinski,en,en,5,3 months ago,We had pretty good lunch. Patio sitting area makes huge difference,1720567918,False
ChIJ84InytC1EEcR9JJzbUOBs8k,Michal Mičulek,en-US,cs,5,2 months ago,"The food is excellent, the portion is large, the price is pleasant, the service is nice. We have never had such good cod in our lives",1724415512,True
ChIJ84InytC1EEcR9JJzbUOBs8k,Narl Naelen,en-US,pl,5,a year ago,"The restaurant is worth recommending, we were first encouraged by the positive reviews and we were not disappointed. Very tasty dishes, fresh, large portions and very affordable prices. Plus nice service :-). I highly recommend it.",1691178976,True
ChIJ84InytC1EEcR9JJzbUOBs8k,krzy żak,en-US,pl,5,a year ago,"A very nice place with a charming ""basement"" atmosphere!
Very fast and efficient service!!!
Thank you for a nice time!",1678990270,True
ChIJ84InytC1EEcR9JJzbUOBs8k,Karolina Belejakie,en-US,pl,5,a year ago,"Large portions, friendly service.  I recommend ! :)",1694958357,True
ChIJ84InytC1EEcR9JJzbUOBs8k,banasiak łukasz lukasz,en-US,pl,5,2 years ago,"A fantastic place for great fun, delicious food and a wonderful atmosphere",1646477410,True
ChIJo0bB8Em0EEcRvpqQJLbdT5U,Conspicuous McNulty,en,en,5,5 months ago,The Tatar was amazing and the waiter is knowledgeable and provided excellent service and recommendations,1717185389,False
ChIJo0bB8Em0EEcRvpqQJLbdT5U,Lubomir Perunko,en,en,3,2 years ago,"I ordered dinner and a non-alcoholic beer. I never got the next one I wanted to order, even though the waiters walked around and saw that my glass was empty. I gave up after an hour and went to my room.",1665856134,False
ChIJo0bB8Em0EEcRvpqQJLbdT5U,P Gol,en-US,pl,5,10 months ago,"Hotel restaurant - highly recommended, although the prices are higher. Great pumpkin cream - sweet (but not too much) with a delicate, plum aftertaste, great ravioli with duck with specifically spiced oyster mushrooms - good, good - a little larger portions please... but you can see that the chef knows his job !",1702231550,True
ChIJo0bB8Em0EEcRvpqQJLbdT5U,Dawid Ptak,en-US,pl,5,3 months ago,Organization of a birthday party at the highest level. Great food and helpful service. I recommend.,1721754750,True
ChIJo0bB8Em0EEcRvpqQJLbdT5U,kinga kożuchowska,en-US,pl,5,2 years ago,"Aesthetic and neutral interior. Very clean. Cultural and helpful service. The food was very tasty, nicely presented and the portions were huge. I ate a Caesar salad, which was certainly different in form from the traditional one, but it was delicious and all the ingredients went together perfectly - kudos to the chef for his sense and taste. The broth is one of the best I have ever tasted in restaurants. Very good value for money. I recommend it 100%.",1646915042,True
ChIJsf__ZtC1EEcR5OLr8uAT6GI,Marco Fontana,en,en,5,4 months ago,"The place is a bit hidden, but once inside you have the impression of entering a place suspended in time.
The menu has few positions, but you can immediately see that in the kitchen they know what they are doing.
Absolutely delicious food, generous portions. highly recommended",1719145754,False
ChIJsf__ZtC1EEcR5OLr8uAT6GI,Godenas,en,en,5,9 months ago,"I recently dined at Restaurant Rycerska and had a fantastic experience. The menu offers a variety of delicious dishes including beef tartare, schabowy, chicken breast salad, and grilled fish. The beef tartare was perfectly seasoned and had a melt-in-your-mouth texture. The schabowy, a traditional Polish dish of breaded pork cutlet, was crispy on the outside and tender on the inside. The chicken breast salad was fresh and flavorful, with a tangy dressing. The grilled fish was cooked to perfection, with a delicate flavor. The service at the restaurant was friendly and attentive, and the atmosphere was cozy and inviting. Highly recommend!",1706984358,False
ChIJsf__ZtC1EEcR5OLr8uAT6GI,Stevey C,en,en,3,a year ago,"Fancied a change and randomly chose this restaurant, I actually like the decor and the service was very polite and welcoming.

The food is hit and miss, thd żurek was OK and the salad with prawns and a bucket of garlic butter also pretty good.

The barszcz czerwony however not to our taste very, acidic and the mushroom papadelle just a straight no, it was just far too much cream and bland.

Restaurant has great potential limited by mediocre menu and execution.",1693596771,False
